node_id,type,Pmax,Pmin,GenFuelCost,GenIOB,GenIOC,ramp_30,count
0.0,dfo,508.657,149.190463125,16.471,8.01688,0.006660451612903225,254.36999999999998,31.0
0.0,hydro,41.199,13.520000279,0.0,0.0,0.0,0.0,6.0
0.0,ng,6637.997,2085.571140394,6.367434782608695,4.7322693478260875,0.005202826086956522,2944.17,46.0
0.0,nuclear,617.001,298.4075212,1.0,8.0,0.0019,0.0,1.0
0.0,other,170.397,0.0,0.0,0.0,0.0,0.0,2.0
0.0,solar,300.456,0.0,0.0,0.0,0.0,0.0,64.0
0.0,wind,10.051,0.0,0.0,0.0,0.0,0.0,4.0
1.0,dfo,865.7570000000001,315.772249652,16.471,8.01688,0.010005545454545454,431.17,11.0
1.0,hydro,571.058,163.00354731,0.0,0.0,0.0,0.0,67.0
1.0,ng,1220.44,410.326663467,7.049083333333333,4.7148075,0.005279583333333333,610.21,12.0
1.0,other,324.755,0.0,0.0,0.0,0.0,0.0,8.0
1.0,wind,898.8,0.0,0.0,0.0,0.0,0.0,9.0
2.0,dfo,118.40700000000001,38.557649229,16.471,8.01688,0.006553428571428571,59.19,7.0
2.0,hydro,418.521,144.531936693,0.0,0.0,0.0,0.0,42.0
2.0,other,54.55,0.0,0.0,0.0,0.0,0.0,1.0
2.0,solar,57.285,0.0,0.0,0.0,0.0,0.0,13.0
2.0,wind,121.0,0.0,0.0,0.0,0.0,0.0,4.0
3.0,coal,559.2,217.76,7.0127500000000005,8.01688,0.012477,220.84,4.0
3.0,dfo,140.952,35.452937418,16.471,8.01688,0.009131750000000001,70.48,8.0
3.0,hydro,230.01500000000001,63.199246013,0.0,0.0,0.0,0.0,43.0
3.0,ng,2342.934,771.6105452,6.313666666666666,4.862863333333333,0.007038444444444444,1026.9,9.0
3.0,nuclear,1226.313,457.1126794,1.0,8.0,0.0019,0.0,1.0
3.0,other,237.524,0.0,0.0,0.0,0.0,0.0,5.0
3.0,solar,8.712,0.0,0.0,0.0,0.0,0.0,2.0
3.0,wind,185.3,0.0,0.0,0.0,0.0,0.0,3.0
4.0,coal,1118.9279999999999,212.40156064,3.011333333333333,8.01688,0.022285666666666665,407.25,3.0
4.0,dfo,2152.476,596.0776479350001,16.471,8.01688,0.0101340625,815.26,16.0
4.0,ng,2669.777,770.9078151690001,6.64205,4.7449335,0.0054589,1257.51,20.0
4.0,other,131.218,0.0,0.0,0.0,0.0,0.0,3.0
4.0,solar,87.744,0.0,0.0,0.0,0.0,0.0,18.0
4.0,wind,56.711,0.0,0.0,0.0,0.0,0.0,5.0
4.0,wind_offshore,1630.0,0.0,0.0,0.0,0.0,0.0,4.0
5.0,coal,405.671,81.614443117,3.1565,8.01688,0.0151155,145.60000000000002,2.0
5.0,dfo,3478.46,1042.329249294,16.471,8.01688,0.008950196721311476,1739.11,61.0
5.0,hydro,1863.367,535.383296358,0.0,0.0,0.0,0.0,40.0
5.0,ng,5062.999,1556.974313243,5.861976744186046,4.626616976744185,0.004230930232558139,2325.86,43.0
5.0,nuclear,1888.898,821.6083885,1.0,8.0,0.0019,0.0,2.0
5.0,other,122.939,0.0,0.0,0.0,0.0,0.0,3.0
5.0,solar,108.196,0.0,0.0,0.0,0.0,0.0,25.0
5.0,wind,54.684999999999995,0.0,0.0,0.0,0.0,0.0,3.0
